ATTRIBUTE_plant_part	ATTRIBUTE_species	G1	G2	G3	G4	G5	G6	GNPSGROUP:Anacardium occidentale	GNPSGROUP:Haemotostaphis barteri	GNPSGROUP:Lannea barteri	GNPSGROUP:Mangifera indica	GNPSGROUP:Pseudospondias microcarpa	GNPSGROUP:Sclerocarya birrea	GNPSGROUP:Spondias dulcis	GNPSGROUP:fruits	GNPSGROUP:leaves	GNPSGROUP:na	GNPSGROUP:root bark	GNPSGROUP:stem bark	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	671.267273192846	0.0	239.4081358073577	255.6378156562323	177196.23028874455	365.981634041959	584.0144451020085	0.0	1739.4106033773844	152785.5218898411	2040.7091164748435	98381.85871820198	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"32.0","main.cluster index_upperinput":"32.0"}	This Node is a Singleton	N/A	N/A	N/A	7.7106	7.7106	0	N/A	N/A	1479061.458515585	12	32	-1	12	429.2410	1	429.2410	1479061.458515585
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	21281.180146569626	20368.507520335992	22305.65658461475	19626.729655446627	305593.90309828165	19939.881115677512	22781.816484492447	20581.431595565668	31069.565570719493	44549.21282972235	23170.832412613032	171574.6727765206	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"33.0","main.cluster index_upperinput":"33.0"}	This Node is a Singleton	N/A	N/A	N/A	5.6356	5.6356	0	N/A	N/A	1824032.9910631496	27	33	-1	27	205.1224	1	205.1224	1824032.9910631496
leaves,na,stem bark	na,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	146924.46326624713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59626.95193089336	495780.8676162374	0.0	3340.675183212555	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"34.0","main.cluster index_upperinput":"34.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=329&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	7.8037	7.8037	0	N/A	N/A	2919677.7278799284	4	34	329	4	848.6385	2	424.8193	2919677.7278799284
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Spondias dulcis,Mangifera indica,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	208.23039527490536	49043.49187878539	0.0	2582.90351174365	215578.75932891655	0.0	69190.38050207977	783221.2601833019	55782.90457621725	10236.636071658835	6689.021409863934	695.0448704924537	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"35.0","main.cluster index_upperinput":"35.0"}	This Node is a Singleton	N/A	N/A	N/A	3.5517	3.5517	0	N/A	N/A	1276573.2365376113	10	35	-1	10	410.2173	1	410.2173	1276573.2365376113
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	257382.22570672617	327528.29229327256	146012.3671848863	393814.932747257	126845.78844905304	581001.7081103835	274382.5876445893	40119.8238286767	369812.32618221885	62531.77652125521	239434.4354018488	306128.9057057723	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"36.0","main.cluster index_upperinput":"36.0"}	This Node is a Singleton	N/A	N/A	N/A	2.1749	2.1749	0	N/A	N/A	6760408.3774638325	24	36	-1	24	443.1527	1	443.1527	6760408.3774638325
leaves,na,stem bark,root bark	na,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14149.187673086813	2949004.1451411466	0.0	2039.002847732878	6692.356113214396	0.0	1043362.7107728118	97906.18567864718	55669.77746002082	174632.37967081636	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"37.0","main.cluster index_upperinput":"37.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=51&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	2.2700	2.2700	0	N/A	N/A	9405185.003718778	11	37	51	11	391.1022	1	391.1022	9405185.003718778
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	4239.866858231442	5909.499963739758	6634030.198273776	12950.777759247792	4727.567113811212	6962.0170498019	3758.991522840568	0.0	2740360.3668535594	250561.73004130053	52201.46735727474	67790.21189461672	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"38.0","main.cluster index_upperinput":"38.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=162&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	1.9588	1.9588	0	N/A	N/A	21275272.97294466	24	38	162	24	230.1752	1	230.1752	21275272.97294466
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	13755.634730712904	5560.814681706267	15367.215015202944	28968.113068588977	15878.838035327746	907340.4605524442	27378.174698708073	0.0	434223.2852201694	21965.43899504834	1278.9901634595553	1444.3803854283178	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"39.0","main.cluster index_upperinput":"39.0"}	This Node is a Singleton	N/A	N/A	N/A	3.4371	3.4371	0	N/A	N/A	3168453.785358643	11	39	-1	11	522.2907	1	522.2907	3168453.785358643
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	176229.9516912245	323340.59845159337	213788.45154925153	467302.4262462638	882560.7635181041	177038.16826339514	297267.811195142	389729.7629046443	386423.083278865	339473.53208250355	422721.2064579117	348772.2121715638	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"40.0","main.cluster index_upperinput":"40.0"}	This Node is a Singleton	N/A	N/A	N/A	3.6961	3.6961	0	N/A	N/A	10192512.936675547	27	40	-1	27	290.1960	1	290.1960	10192512.936675547
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	957514.3396904708	974611.1724859889	1383883.1256242208	917160.1123740188	422898.1614827437	3088562.2894977555	485283.09140487766	90440.66286783812	3171380.6774570295	254541.12645626668	303381.16670449683	99837.3524520641	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"41.0","main.cluster index_upperinput":"41.0"}	This Node is a Singleton	N/A	N/A	N/A	2.7590	2.7590	0	N/A	N/A	26385340.671444308	22	41	-1	22	404.2279	1	404.2279	26385340.671444308
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2158939.652475789	21922.163270585457	12169.577448457232	254909.89247351032	4152.806709521736	2632687.4901816426	0.0	2186654.443714629	145342.6716279273	10024.41379768093	18928.948223694468	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"42.0","main.cluster index_upperinput":"42.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=99&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	2.3147	2.3147	0	N/A	N/A	16235967.998291666	12	42	99	12	400.1604	1	400.1604	16235967.998291666
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	37994.916656541085	11522.927376359461	29122.688032886657	126844.37534134332	78801.4977094282	184518.24893899504	25685.86646489789	46346.35456183825	162395.70494864578	36013.22795577017	23964.458162384006	30200.794704533768	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"43.0","main.cluster index_upperinput":"43.0"}	This Node is a Singleton	N/A	N/A	N/A	6.7747	6.7747	0	N/A	N/A	1742339.1990496342	27	43	-1	27	291.1951	1	291.1951	1742339.1990496342
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	6500.07062890693	14704.977405689135	5822.428335115323	19638.39826442733	246733.9519517168	6188.478812405732	23078.41671578172	44123.149407255536	27792.378938013004	288706.2144263462	13333.580109351078	126104.17936500594	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"44.0","main.cluster index_upperinput":"44.0"}	This Node is a Singleton	N/A	N/A	N/A	4.4949	4.4949	0	N/A	N/A	2658265.190425577	27	44	-1	27	304.2118	1	304.2118	2658265.190425577
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	835319.2513959035	0.0	0.0	0.0	4125.060634369668	203934.80508118638	1044.4705248575403	472155.7553527177	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"45.0","main.cluster index_upperinput":"45.0"}	This Node is a Singleton	N/A	N/A	N/A	5.5347	5.5347	0	N/A	N/A	4360951.030989546	5	45	-1	5	594.3273	1	594.3273	4360951.030989546
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	215384.4987526158	25414.37753013339	220319.1776184448	1414026.812764781	350291.0441715025	3188701.851117999	16882.927656717424	62352.196466327645	2061739.0840597132	277825.9751688511	124774.10938868298	182201.22320042623	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"46.0","main.cluster index_upperinput":"46.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=136&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	6.6676	6.6676	0	N/A	N/A	18032482.988852344	24	46	136	24	391.2464	1	391.2464	18032482.988852344
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	35345.11825047876	0.0	108440.62455206196	363909.05908902764	3570.8140478034757	4321.354598194667	6714.145438161876	4792.591845667834	19509.6458733598	9582.32155299666	84118.58572569839	120040.5641337019	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"47.0","main.cluster index_upperinput":"47.0"}	This Node is a Singleton	N/A	N/A	N/A	3.0118	3.0118	0	N/A	N/A	1618385.7697399717	16	47	-1	16	478.1922	1	478.1922	1618385.7697399717
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Lannea barteri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	683.536383567916	0.0	342457.6033700666	0.0	0.0	0.0	239.29003497028378	38941.12513597432	158.99215064292952	195584.72104738254	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"48.0","main.cluster index_upperinput":"48.0"}	This Node is a Singleton	N/A	N/A	N/A	2.5232	2.5232	0	N/A	N/A	1566586.648310842	6	48	-1	6	623.2327	1	623.2327	1566586.648310842
leaves,na,stem bark	Pseudospondias microcarpa,na	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	270284.4466426478	0.0	0.0	0.0	544.8773565355918	34413.55562010708	0.0	153903.37786783458	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"49.0","main.cluster index_upperinput":"49.0"}	This Node is a Singleton	N/A	N/A	N/A	5.1180	5.1180	0	N/A	N/A	1253205.5646711264	4	49	-1	4	615.2793	1	615.2793	1253205.5646711264
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Spondias dulcis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	280167.5559216628	0.0	13621.749946397627	54247.00309671045	1452.3525254560725	52592.4065569135	75615.27569465929	81116.43898404659	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"50.0","main.cluster index_upperinput":"50.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=417&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	2.5584	2.5584	0	N/A	N/A	1424497.5063104115	7	50	417	7	427.0908	1	427.0908	1424497.5063104115
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1086.6328919248244	2176545.0097477445	0.0	5085.747218776802	0.0	0.0	5973.881939370911	865148.1790394767	87154.77806095064	18698.7297537916	51476.524757409585	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"51.0","main.cluster index_upperinput":"51.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=55&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	3.6872	3.6872	0	N/A	N/A	6989011.807098869	9	51	55	9	440.1915	1	440.1915	6989011.807098869
leaves,na,stem bark,root bark	na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	1123.9555524729687	943.7540144922394	1429.7199868994358	176442.50209074173	0.0	849.3604198657287	21250.026174251	0.0	3519.8418303282965	1183.7905884184934	75354.51276113035	7713.924653708396	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"52.0","main.cluster index_upperinput":"52.0"}	This Node is a Singleton	N/A	N/A	N/A	10.2738	10.2738	0	N/A	N/A	612036.9076582618	17	52	-1	17	498.3948	1	498.3948	612036.9076582618
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	771403.8454208359	0.0	0.0	3511.344666134844	2683.192682495417	266475.5755788441	1978.9574990932708	435638.42653515545	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"53.0","main.cluster index_upperinput":"53.0"}	This Node is a Singleton	N/A	N/A	N/A	2.5840	2.5840	0	N/A	N/A	4417993.259577564	6	53	-1	6	318.2639	1	318.2639	4417993.259577564
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Mangifera indica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10972.070589244695	554410.1575625875	0.0	0.0	0.0	5521.292652176769	172027.58317429252	338.4239732414845	315648.4036628795	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"54.0","main.cluster index_upperinput":"54.0"}	This Node is a Singleton	N/A	N/A	N/A	6.4195	6.4195	0	N/A	N/A	3110694.757889547	6	54	-1	6	450.3223	1	450.3223	3110694.757889547
na,stem bark	Pseudospondias microcarpa,na	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181514.42007955152	0.0	0.0	0.0	0.0	18702.931176181442	0.0	103722.52575974373	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"55.0","main.cluster index_upperinput":"55.0"}	This Node is a Singleton	N/A	N/A	N/A	4.7499	4.7499	0	N/A	N/A	819572.3361991133	3	55	-1	3	657.2898	1	657.2898	819572.3361991133
leaves,na,stem bark,root bark	na,Lannea barteri,Mangifera indica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	860158.5741447023	758.2226678300466	0.0	0.0	0.0	0.0	324.9525719271628	9081.781379191483	288432.26293496264	80207.12598419552	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"56.0","main.cluster index_upperinput":"56.0"}	This Node is a Singleton	N/A	N/A	N/A	3.0178	3.0178	0	N/A	N/A	2628159.2973335544	5	56	-1	5	610.2488	1	610.2488	2628159.2973335544
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	357040.4330191151	359391.4962359381	292799.7430678199	364813.20757016155	172941.58090546177	134364.86334995087	231602.79901646238	187830.31562941393	258666.99783942636	217392.4274413922	301228.8600255863	257814.66138795548	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"57.0","main.cluster index_upperinput":"57.0"}	This Node is a Singleton	N/A	N/A	N/A	10.0523	10.0523	0	N/A	N/A	6998766.087607155	27	57	-1	27	284.2949	1	284.2949	6998766.087607155
na,stem bark	Pseudospondias microcarpa,na	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	289523.7281378778	0.0	0.0	0.0	0.0	49440.84039647276	0.0	165442.13036450162	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"58.0","main.cluster index_upperinput":"58.0"}	This Node is a Singleton	N/A	N/A	N/A	6.9167	6.9167	0	N/A	N/A	1405299.1145338751	3	58	-1	3	739.3664	1	739.3664	1405299.1145338751
na,root bark	na,Mangifera indica,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	6252.517307483056	0.0	0.0	615885.7594779114	0.0	0.0	0.0	0.0	0.0	9813.531026077892	266630.69005088334	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"59.0","main.cluster index_upperinput":"59.0"}	This Node is a Singleton	N/A	N/A	N/A	5.2359	5.2359	0	N/A	N/A	1915482.4854865728	4	59	-1	4	661.1886	1	661.1886	1915482.4854865728
leaves,na,stem bark,root bark	na,Mangifera indica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	447672.4543262574	0.0	0.0	0.0	0.0	1000.4030156540755	8809.576095073788	147510.64678156222	43348.57348546544	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"60.0","main.cluster index_upperinput":"60.0"}	This Node is a Singleton	N/A	N/A	N/A	2.0197	2.0197	0	N/A	N/A	1387065.243454141	5	60	-1	5	237.0394	1	237.0394	1387065.243454141
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Spondias dulcis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43357.93476577191	0.0	0.0	125762.92549754767	0.0	1700411.5406476166	120274.69515202974	508284.70967551525	48978.83249659809	172393.83265101645	121333.66239894352	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"61.0","main.cluster index_upperinput":"61.0"}	This Node is a Singleton	N/A	N/A	N/A	3.3304	3.3304	0	N/A	N/A	5979254.290713346	8	61	-1	8	386.1080	1	386.1080	5979254.290713346
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Lannea barteri,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	2370.705393832042	0.0	53139.35742911364	3746.045737782229	147339.34869304765	10709.217712351086	0.0	572866.2025206675	13928.53347127189	1622.8100992567283	3079.6926856200107	15332.798281788124	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"62.0","main.cluster index_upperinput":"62.0"}	This Node is a Singleton	N/A	N/A	N/A	2.6522	2.6522	0	N/A	N/A	807367.4240877115	12	62	-1	12	417.1517	1	417.1517	807367.4240877115
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	352.98135818698756	208.1466734985831	14878.487391062614	3235.6244676629576	7953.273083935919	687749.4700106034	0.0	2628.089267361501	304228.97052357666	19983.932148927786	151.2777249372804	2542.4850045468584	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"63.0","main.cluster index_upperinput":"63.0"}	This Node is a Singleton	N/A	N/A	N/A	7.6581	7.6581	0	N/A	N/A	2251006.8827834255	12	63	-1	12	401.2666	1	401.2666	2251006.8827834255
